split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
train,1,aug_train_01,59,set_59,right,Scale
train,2,aug_train_02,56,set_56,normal,OpticalDistortion
train,3,aug_train_03,49,set_49,right,TemporalShift
train,4,aug_train_04,3,set_03,normal,GaussianBlur
train,5,aug_train_05,58,set_58,left,ProcessCroppedImage
train,6,aug_train_06,3,set_03,normal,Sharpen
train,7,aug_train_07,5,set_05,left,ProcessCroppedImage
train,8,aug_train_08,45,set_45,down,Contrast
train,9,aug_train_09,19,set_19,left,ProcessCroppedImage
train,10,aug_train_10,46,set_46,normal,GaussNoise
train,11,aug_train_11,39,set_39,right,Rotate
train,12,aug_train_12,24,set_24,right,Equalize
train,13,aug_train_13,29,set_29,right,RGBShift
train,14,aug_train_14,29,set_29,right,Brightness
train,15,aug_train_15,43,set_43,left,Perspective
train,16,aug_train_16,33,set_33,left,HorizontalFlip
train,17,aug_train_17,33,set_33,left,Contrast
train,18,aug_train_18,8,set_08,up,Equalize
train,19,aug_train_19,5,set_05,left,OpticalDistortion
train,20,aug_train_20,28,set_28,left,ProcessCroppedImage
train,21,aug_train_21,24,set_24,right,Sharpen
train,22,aug_train_22,12,set_12,normal,Contrast
train,23,aug_train_23,49,set_49,right,OpticalDistortion
train,24,aug_train_24,17,set_17,normal,GaussianBlur
train,25,aug_train_25,45,set_45,down,Translate
train,26,aug_train_26,52,set_52,up,Equalize
train,27,aug_train_27,19,set_19,left,RGBShift
train,28,aug_train_28,43,set_43,left,Contrast
train,29,aug_train_29,38,set_38,left,Brightness
train,30,aug_train_30,32,set_32,up,HorizontalFlip
train,31,aug_train_31,6,set_06,right,OpticalDistortion
train,32,aug_train_32,37,set_37,up,HorizontalFlip
train,33,aug_train_33,22,set_22,up,Brightness
train,34,aug_train_34,1,set_01,unknown,HorizontalFlip
train,35,aug_train_35,54,set_54,right,GaussNoise
train,36,aug_train_36,31,set_31,normal,OpticalDistortion
train,37,aug_train_37,35,set_35,down,Perspective
train,38,aug_train_38,2,set_02,unknown,GaussianBlur
train,39,aug_train_39,13,set_13,up,RGBShift
train,40,aug_train_40,54,set_54,right,Perspective
train,41,aug_train_41,14,set_14,left,GaussNoise
train,42,aug_train_42,48,set_48,left,Downsample
train,43,aug_train_43,32,set_32,up,Equalize
train,44,aug_train_44,45,set_45,down,Downsample
train,45,aug_train_45,14,set_14,left,Perspective
train,46,aug_train_46,59,set_59,right,ProcessCroppedImage
train,47,aug_train_47,42,set_42,up,Equalize
train,48,aug_train_48,58,set_58,left,Scale
train,49,aug_train_49,20,set_20,right,Perspective
train,50,aug_train_50,58,set_58,left,RGBShift
train,51,aug_train_51,12,set_12,normal,ProcessCroppedImage
train,52,aug_train_52,55,set_55,down,Rotate
train,53,aug_train_53,17,set_17,normal,HorizontalFlip
train,54,aug_train_54,7,set_07,normal,GaussNoise
train,55,aug_train_55,21,set_21,normal,Scale
train,56,aug_train_56,5,set_05,left,Translate
train,57,aug_train_57,47,set_47,up,HorizontalFlip
train,58,aug_train_58,25,set_25,down,Contrast
train,59,aug_train_59,12,set_12,normal,GaussianBlur
train,60,aug_train_60,40,set_40,down,Sharpen
train,61,aug_train_61,22,set_22,up,HorizontalFlip
train,62,aug_train_62,39,set_39,right,Translate
train,63,aug_train_63,31,set_31,normal,Brightness
train,64,aug_train_64,1,set_01,unknown,Sharpen
train,65,aug_train_65,46,set_46,normal,Equalize
train,66,aug_train_66,32,set_32,up,Downsample
