aug_set_name,source_set,aug_type,split,frames
aug_train_07,set_16,TemporalShift,train,600
aug_train_06,set_06,ProcessCroppedImage,train,600
aug_train_10,set_43,ProcessCroppedImage,train,600
aug_train_02,set_25,ProcessCroppedImage,train,600
aug_train_09,set_42,HorizontalFlip,train,600
aug_train_01,set_42,RGBShift,train,600
aug_train_08,set_37,Brightness,train,600
aug_train_05,set_19,OpticalDistortion,train,600
aug_train_04,set_43,RGBShift,train,600
aug_train_03,set_28,Brightness,train,600
aug_train_11,set_01,HorizontalFlip,train,600
aug_train_12,set_33,Scale,train,600
aug_train_13,set_14,Perspective,train,600
aug_train_19,set_48,ProcessCroppedImage,train,600
aug_train_14,set_07,GaussianBlur,train,600
aug_train_21,set_47,ProcessCroppedImage,train,600
aug_train_22,set_03,ProcessCroppedImage,train,600
aug_train_15,set_40,HorizontalFlip,train,600
aug_train_18,set_13,GaussianBlur,train,600
aug_train_20,set_49,Perspective,train,600
aug_train_16,set_17,GaussNoise,train,600
aug_train_17,set_13,Brightness,train,600
aug_train_28,set_28,Downsample,train,600
aug_train_29,set_05,Downsample,train,600
aug_train_30,set_32,Downsample,train,600
aug_train_31,set_35,Sharpen,train,600
aug_train_32,set_03,Downsample,train,600
aug_train_23,set_20,Contrast,train,600
aug_train_35,set_40,TemporalShift,train,600
aug_train_37,set_29,Downsample,train,600
aug_train_24,set_31,Brightness,train,600
aug_train_25,set_12,Translate,train,600
aug_train_26,set_59,GaussianBlur,train,600
aug_train_38,set_16,Sharpen,train,600
aug_train_40,set_45,Sharpen,train,600
aug_train_27,set_33,Contrast,train,600
aug_train_34,set_39,HorizontalFlip,train,600
aug_train_33,set_47,GaussianBlur,train,600
aug_train_36,set_45,GaussianBlur,train,600
aug_train_41,set_17,RGBShift,train,600
aug_train_43,set_55,Scale,train,600
aug_train_39,set_37,Equalize,train,600
aug_train_42,set_31,HorizontalFlip,train,600
aug_train_44,set_52,GaussianBlur,train,600
aug_train_50,set_12,Sharpen,train,600
aug_train_46,set_24,Scale,train,600
aug_train_45,set_38,RGBShift,train,600
aug_train_47,set_20,Translate,train,600
aug_train_48,set_17,Rotate,train,600
aug_train_58,set_59,Downsample,train,600
aug_train_52,set_56,RGBShift,train,600
aug_train_51,set_25,GaussianBlur,train,600
aug_train_49,set_56,Rotate,train,600
aug_train_53,set_01,Scale,train,600
aug_train_54,set_29,Equalize,train,600
aug_train_55,set_03,RGBShift,train,600
aug_train_56,set_46,Translate,train,600
aug_train_57,set_29,HorizontalFlip,train,600
aug_train_59,set_47,Perspective,train,600
aug_train_61,set_05,Equalize,train,600
aug_train_60,set_13,GaussNoise,train,600
aug_train_70,set_45,Downsample,train,600
aug_train_62,set_05,GaussNoise,train,600
aug_train_63,set_12,Scale,train,600
aug_train_64,set_54,Translate,train,600
aug_train_66,set_47,HorizontalFlip,train,600
aug_train_67,set_37,RGBShift,train,600
aug_train_65,set_08,Rotate,train,600
aug_train_68,set_45,Contrast,train,600
aug_train_77,set_42,TemporalShift,train,600
aug_train_69,set_55,Rotate,train,600
aug_train_71,set_16,Translate,train,600
aug_train_74,set_55,RGBShift,train,600
aug_train_75,set_46,Contrast,train,600
aug_train_81,set_40,ProcessCroppedImage,train,600
aug_train_72,set_22,Contrast,train,600
aug_train_73,set_46,OpticalDistortion,train,600
aug_train_84,set_33,TemporalShift,train,600
aug_train_76,set_39,Translate,train,600
aug_train_78,set_54,GaussianBlur,train,600
aug_train_79,set_58,GaussNoise,train,600
aug_train_80,set_52,Perspective,train,600
aug_train_91,set_20,Sharpen,train,600
aug_train_92,set_02,TemporalShift,train,600
aug_train_93,set_24,TemporalShift,train,600
aug_train_94,set_03,TemporalShift,train,600
aug_train_96,set_25,Downsample,train,600
aug_train_97,set_31,ProcessCroppedImage,train,600
aug_train_82,set_14,Translate,train,600
aug_train_83,set_14,Rotate,train,600
aug_train_85,set_21,Brightness,train,600
aug_train_88,set_02,Brightness,train,600
aug_train_89,set_32,Equalize,train,600
aug_train_86,set_02,Perspective,train,600
aug_train_100,set_22,ProcessCroppedImage,train,600
aug_train_87,set_54,Brightness,train,600
aug_train_90,set_16,GaussNoise,train,600
aug_train_106,set_39,TemporalShift,train,600
aug_train_103,set_37,ProcessCroppedImage,train,600
aug_train_108,set_13,Sharpen,train,600
aug_train_109,set_58,Sharpen,train,600
aug_train_111,set_46,Sharpen,train,600
aug_train_95,set_07,RGBShift,train,600
aug_train_98,set_01,OpticalDistortion,train,600
aug_train_99,set_06,Contrast,train,600
aug_train_115,set_39,Sharpen,train,600
aug_train_104,set_48,OpticalDistortion,train,600
aug_train_105,set_38,Translate,train,600
aug_train_102,set_21,Equalize,train,600
aug_train_116,set_04,TemporalShift,train,600
aug_train_107,set_01,GaussNoise,train,600
aug_train_101,set_56,Brightness,train,600
aug_train_120,set_38,Downsample,train,600
aug_train_110,set_24,Perspective,train,600
aug_train_112,set_04,Equalize,train,600
aug_train_113,set_28,Perspective,train,600
aug_train_114,set_08,GaussNoise,train,600
aug_train_119,set_19,Contrast,train,600
aug_train_118,set_38,Rotate,train,600
aug_train_121,set_19,HorizontalFlip,train,600
aug_train_117,set_31,Perspective,train,600
aug_train_123,set_43,Rotate,train,600
aug_train_122,set_24,GaussianBlur,train,600
aug_train_131,set_58,Downsample,train,600
aug_train_124,set_58,Scale,train,600
aug_train_126,set_21,OpticalDistortion,train,600
aug_train_125,set_19,Scale,train,600
aug_train_127,set_19,Rotate,train,600
aug_train_138,set_08,Sharpen,train,600
aug_train_128,set_22,Brightness,train,600
aug_train_129,set_52,Brightness,train,600
aug_train_130,set_14,HorizontalFlip,train,600
aug_train_141,set_07,ProcessCroppedImage,train,600
aug_train_133,set_02,HorizontalFlip,train,600
aug_train_134,set_24,Contrast,train,600
aug_train_132,set_22,RGBShift,train,600
aug_train_144,set_05,Sharpen,train,600
aug_train_135,set_48,Contrast,train,600
aug_train_136,set_42,Equalize,train,600
aug_train_137,set_20,Rotate,train,600
aug_train_139,set_56,Equalize,train,600
aug_train_140,set_40,OpticalDistortion,train,600
aug_train_142,set_59,Perspective,train,600
aug_train_143,set_06,Equalize,train,600
aug_train_154,set_55,TemporalShift,train,600
aug_train_145,set_45,Rotate,train,600
aug_train_147,set_35,RGBShift,train,600
aug_train_148,set_28,OpticalDistortion,train,600
aug_train_146,set_43,GaussNoise,train,600
aug_train_159,set_54,Downsample,train,600
aug_train_149,set_21,Scale,train,600
aug_train_150,set_20,OpticalDistortion,train,600
aug_train_152,set_33,GaussianBlur,train,600
aug_train_151,set_49,Rotate,train,600
aug_train_153,set_05,RGBShift,train,600
