split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
train,1,aug_train_01,42,set_42,up,RGBShift
train,2,aug_train_02,25,set_25,down,ProcessCroppedImage
train,3,aug_train_03,28,set_28,left,Brightness
train,4,aug_train_04,43,set_43,left,RGBShift
train,5,aug_train_05,19,set_19,left,OpticalDistortion
train,6,aug_train_06,6,set_06,right,ProcessCroppedImage
train,7,aug_train_07,16,set_16,unknown,TemporalShift
train,8,aug_train_08,37,set_37,up,Brightness
train,9,aug_train_09,42,set_42,up,HorizontalFlip
train,10,aug_train_10,43,set_43,left,ProcessCroppedImage
train,11,aug_train_11,1,set_01,unknown,HorizontalFlip
train,12,aug_train_12,33,set_33,left,Scale
train,13,aug_train_13,14,set_14,left,Perspective
train,14,aug_train_14,7,set_07,normal,GaussianBlur
train,15,aug_train_15,40,set_40,down,HorizontalFlip
train,16,aug_train_16,17,set_17,normal,GaussNoise
train,17,aug_train_17,13,set_13,up,Brightness
train,18,aug_train_18,13,set_13,up,GaussianBlur
train,19,aug_train_19,48,set_48,left,ProcessCroppedImage
train,20,aug_train_20,49,set_49,right,Perspective
train,21,aug_train_21,47,set_47,up,ProcessCroppedImage
train,22,aug_train_22,3,set_03,normal,ProcessCroppedImage
train,23,aug_train_23,20,set_20,right,Contrast
train,24,aug_train_24,31,set_31,normal,Brightness
train,25,aug_train_25,12,set_12,normal,Translate
train,26,aug_train_26,59,set_59,right,GaussianBlur
train,27,aug_train_27,33,set_33,left,Contrast
train,28,aug_train_28,28,set_28,left,Downsample
train,29,aug_train_29,5,set_05,left,Downsample
train,30,aug_train_30,32,set_32,up,Downsample
train,31,aug_train_31,35,set_35,down,Sharpen
train,32,aug_train_32,3,set_03,normal,Downsample
train,33,aug_train_33,47,set_47,up,GaussianBlur
train,34,aug_train_34,39,set_39,right,HorizontalFlip
train,35,aug_train_35,40,set_40,down,TemporalShift
train,36,aug_train_36,45,set_45,down,GaussianBlur
train,37,aug_train_37,29,set_29,right,Downsample
train,38,aug_train_38,16,set_16,unknown,Sharpen
train,39,aug_train_39,37,set_37,up,Equalize
train,40,aug_train_40,45,set_45,down,Sharpen
train,41,aug_train_41,17,set_17,normal,RGBShift
train,42,aug_train_42,31,set_31,normal,HorizontalFlip
train,43,aug_train_43,55,set_55,down,Scale
train,44,aug_train_44,52,set_52,up,GaussianBlur
train,45,aug_train_45,38,set_38,left,RGBShift
train,46,aug_train_46,24,set_24,right,Scale
train,47,aug_train_47,20,set_20,right,Translate
train,48,aug_train_48,17,set_17,normal,Rotate
train,49,aug_train_49,56,set_56,normal,Rotate
train,50,aug_train_50,12,set_12,normal,Sharpen
train,51,aug_train_51,25,set_25,down,GaussianBlur
train,52,aug_train_52,56,set_56,normal,RGBShift
train,53,aug_train_53,1,set_01,unknown,Scale
train,54,aug_train_54,29,set_29,right,Equalize
train,55,aug_train_55,3,set_03,normal,RGBShift
train,56,aug_train_56,46,set_46,normal,Translate
train,57,aug_train_57,29,set_29,right,HorizontalFlip
train,58,aug_train_58,59,set_59,right,Downsample
train,59,aug_train_59,47,set_47,up,Perspective
train,60,aug_train_60,13,set_13,up,GaussNoise
train,61,aug_train_61,5,set_05,left,Equalize
train,62,aug_train_62,5,set_05,left,GaussNoise
train,63,aug_train_63,12,set_12,normal,Scale
train,64,aug_train_64,54,set_54,right,Translate
train,65,aug_train_65,8,set_08,up,Rotate
train,66,aug_train_66,47,set_47,up,HorizontalFlip
train,67,aug_train_67,37,set_37,up,RGBShift
train,68,aug_train_68,45,set_45,down,Contrast
train,69,aug_train_69,55,set_55,down,Rotate
train,70,aug_train_70,45,set_45,down,Downsample
train,71,aug_train_71,16,set_16,unknown,Translate
train,72,aug_train_72,22,set_22,up,Contrast
train,73,aug_train_73,46,set_46,normal,OpticalDistortion
train,74,aug_train_74,55,set_55,down,RGBShift
train,75,aug_train_75,46,set_46,normal,Contrast
train,76,aug_train_76,39,set_39,right,Translate
train,77,aug_train_77,42,set_42,up,TemporalShift
train,78,aug_train_78,54,set_54,right,GaussianBlur
train,79,aug_train_79,58,set_58,left,GaussNoise
train,80,aug_train_80,52,set_52,up,Perspective
train,81,aug_train_81,40,set_40,down,ProcessCroppedImage
train,82,aug_train_82,14,set_14,left,Translate
train,83,aug_train_83,14,set_14,left,Rotate
train,84,aug_train_84,33,set_33,left,TemporalShift
train,85,aug_train_85,21,set_21,normal,Brightness
train,86,aug_train_86,2,set_02,unknown,Perspective
train,87,aug_train_87,54,set_54,right,Brightness
train,88,aug_train_88,2,set_02,unknown,Brightness
train,89,aug_train_89,32,set_32,up,Equalize
train,90,aug_train_90,16,set_16,unknown,GaussNoise
train,91,aug_train_91,20,set_20,right,Sharpen
train,92,aug_train_92,2,set_02,unknown,TemporalShift
train,93,aug_train_93,24,set_24,right,TemporalShift
train,94,aug_train_94,3,set_03,normal,TemporalShift
train,95,aug_train_95,7,set_07,normal,RGBShift
train,96,aug_train_96,25,set_25,down,Downsample
train,97,aug_train_97,31,set_31,normal,ProcessCroppedImage
train,98,aug_train_98,1,set_01,unknown,OpticalDistortion
train,99,aug_train_99,6,set_06,right,Contrast
train,100,aug_train_100,22,set_22,up,ProcessCroppedImage
train,101,aug_train_101,56,set_56,normal,Brightness
train,102,aug_train_102,21,set_21,normal,Equalize
train,103,aug_train_103,37,set_37,up,ProcessCroppedImage
train,104,aug_train_104,48,set_48,left,OpticalDistortion
train,105,aug_train_105,38,set_38,left,Translate
train,106,aug_train_106,39,set_39,right,TemporalShift
train,107,aug_train_107,1,set_01,unknown,GaussNoise
train,108,aug_train_108,13,set_13,up,Sharpen
train,109,aug_train_109,58,set_58,left,Sharpen
train,110,aug_train_110,24,set_24,right,Perspective
train,111,aug_train_111,46,set_46,normal,Sharpen
train,112,aug_train_112,4,set_04,up,Equalize
train,113,aug_train_113,28,set_28,left,Perspective
train,114,aug_train_114,8,set_08,up,GaussNoise
train,115,aug_train_115,39,set_39,right,Sharpen
train,116,aug_train_116,4,set_04,up,TemporalShift
train,117,aug_train_117,31,set_31,normal,Perspective
train,118,aug_train_118,38,set_38,left,Rotate
train,119,aug_train_119,19,set_19,left,Contrast
train,120,aug_train_120,38,set_38,left,Downsample
train,121,aug_train_121,19,set_19,left,HorizontalFlip
train,122,aug_train_122,24,set_24,right,GaussianBlur
train,123,aug_train_123,43,set_43,left,Rotate
train,124,aug_train_124,58,set_58,left,Scale
train,125,aug_train_125,19,set_19,left,Scale
train,126,aug_train_126,21,set_21,normal,OpticalDistortion
train,127,aug_train_127,19,set_19,left,Rotate
train,128,aug_train_128,22,set_22,up,Brightness
train,129,aug_train_129,52,set_52,up,Brightness
train,130,aug_train_130,14,set_14,left,HorizontalFlip
train,131,aug_train_131,58,set_58,left,Downsample
train,132,aug_train_132,22,set_22,up,RGBShift
train,133,aug_train_133,2,set_02,unknown,HorizontalFlip
train,134,aug_train_134,24,set_24,right,Contrast
train,135,aug_train_135,48,set_48,left,Contrast
train,136,aug_train_136,42,set_42,up,Equalize
train,137,aug_train_137,20,set_20,right,Rotate
train,138,aug_train_138,8,set_08,up,Sharpen
train,139,aug_train_139,56,set_56,normal,Equalize
train,140,aug_train_140,40,set_40,down,OpticalDistortion
train,141,aug_train_141,7,set_07,normal,ProcessCroppedImage
train,142,aug_train_142,59,set_59,right,Perspective
train,143,aug_train_143,6,set_06,right,Equalize
train,144,aug_train_144,5,set_05,left,Sharpen
train,145,aug_train_145,45,set_45,down,Rotate
train,146,aug_train_146,43,set_43,left,GaussNoise
train,147,aug_train_147,35,set_35,down,RGBShift
train,148,aug_train_148,28,set_28,left,OpticalDistortion
train,149,aug_train_149,21,set_21,normal,Scale
train,150,aug_train_150,20,set_20,right,OpticalDistortion
train,151,aug_train_151,49,set_49,right,Rotate
train,152,aug_train_152,33,set_33,left,GaussianBlur
train,153,aug_train_153,5,set_05,left,RGBShift
train,154,aug_train_154,55,set_55,down,TemporalShift
train,155,aug_train_155,32,set_32,up,Translate
train,156,aug_train_156,22,set_22,up,Rotate
train,157,aug_train_157,39,set_39,right,GaussNoise
train,158,aug_train_158,56,set_56,normal,Scale
train,159,aug_train_159,54,set_54,right,Downsample
